Sequence	Result
APTNTQC.ASHL	UNCLEAVED
APQPPSC.ASHL	UNCLEAVED
ANADGNC.ASHL	UNCLEAVED
ALHNITC.ASHL	UNCLEAVED
ACRDSTC.ASHL	UNCLEAVED
APTNTIC.ASHL	UNCLEAVED
APTCTQC.ASHL	UNCLEAVED
APEQHTC.ASHL	UNCLEAVED
AHMSDSC.ASHL	UNCLEAVED
ARSQPTC.ASHL	UNCLEAVED
APQTSVC.ASHL	UNCLEAVED
ANHAPTC.ASHL	UNCLEAVED
AHDRDQC.ASHL	UNCLEAVED
ADKCNDC.ASHL	UNCLEAVED
AQMDPGC.ASHL	UNCLEAVED
ASTITTC.ASHL	UNCLEAVED
ALTYPQC.ASHL	UNCLEAVED
ALTYPSC.ASHL	UNCLEAVED
AYINNTC.ASHL	UNCLEAVED
ANEHNQC.ASHL	UNCLEAVED
ANHSNTC.ASHL	UNCLEAVED
ASAQASC.ASHL	UNCLEAVED
ANHSNNC.ASHL	UNCLEAVED
AHDSNVC.ASHL	UNCLEAVED
AHLNRSC.ASHL	UNCLEAVED
AHLNRTC.ASHL	UNCLEAVED
ATKNTNC.ASHL	UNCLEAVED
AKAYPTC.ASHL	UNCLEAVED
AESSNTC.ASHL	UNCLEAVED
AVPTSSC.ASHL	UNCLEAVED
AVPTSTC.ASHL	UNCLEAVED
ALGNHPC.ASHL	UNCLEAVED
ANKTYNC.ASHL	UNCLEAVED
AVNKTMC.ASHL	UNCLEAVED
AHPATSC.ASHL	UNCLEAVED
APNPSNC.ASHL	UNCLEAVED
AHLPLSC.ASHL	UNCLEAVED
APNPSQC.ASHL	UNCLEAVED
ANQTTTC.ASHL	UNCLEAVED
ACVRDMC.ASHL	UNCLEAVED
AQMDPMC.ASHL	UNCLEAVED
ATSNLSC.ASHL	UNCLEAVED
ATSNLTC.ASHL	UNCLEAVED
ATTDHYC.ASHL	UNCLEAVED
AWPSPSC.ASHL	UNCLEAVED
ACTLPNC.ASHL	UNCLEAVED
ACTLPRC.ASHL	UNCLEAVED
ACTLPQC.ASHL	UNCLEAVED
ARASMSC.ASHL	UNCLEAVED
AKCNRSC.ASHL	UNCLEAVED
AQACINC.ASHL	UNCLEAVED
AKPSTAC.ASHL	UNCLEAVED
ATTTSAC.ASHL	UNCLEAVED
ATTTSRC.ASHL	UNCLEAVED
ATTTSSC.ASHL	UNCLEAVED
AHPSKHC.ASHL	UNCLEAVED
AKHAPKC.ASHL	UNCLEAVED
AHSHPLC.ASHL	UNCLEAVED
ANSYNAC.ASHL	UNCLEAVED
AHSHPTC.ASHL	UNCLEAVED
AKNKTDC.ASHL	UNCLEAVED
AKNKTLC.ASHL	UNCLEAVED
AYYSNSC.ASHL	UNCLEAVED
AMTNHSC.ASHL	UNCLEAVED
ANASHAC.ASHL	UNCLEAVED
ATHPPSC.ASHL	UNCLEAVED
AHSKNNC.ASHL	UNCLEAVED
APTIPKC.ASHL	UNCLEAVED
AWAKSTC.ASHL	UNCLEAVED
AFVSPTC.ASHL	UNCLEAVED
AALYSTC.ASHL	UNCLEAVED
APAPRTC.ASHL	UNCLEAVED
ASQVQWC.ASHL	UNCLEAVED
AFTKPRC.ASHL	UNCLEAVED
ANNSTSC.ASHL	UNCLEAVED
AHDDTSC.ASHL	UNCLEAVED
ANNSTAC.ASHL	UNCLEAVED
ATPNKTC.ASHL	UNCLEAVED
AQTKNCC.ASHL	UNCLEAVED
APDTKQC.ASHL	UNCLEAVED
ASNAPKC.ASHL	UNCLEAVED
AEPTWLC.ASHL	UNCLEAVED
AINTNQC.ASHL	UNCLEAVED
ASHTNTC.ASHL	UNCLEAVED
ASHTNSC.ASHL	UNCLEAVED
AHAWPTC.ASHL	UNCLEAVED
AKPNRTC.ASHL	UNCLEAVED
ACPIHAC.ASHL	UNCLEAVED
AQTMPTC.ASHL	UNCLEAVED
ARNADDC.ASHL	UNCLEAVED
ACNNLSC.ASHL	UNCLEAVED
ACPTGIC.ASHL	UNCLEAVED
AEVQSTC.ASHL	UNCLEAVED
AGQELPC.ASHL	UNCLEAVED
AQSTLPC.ASHL	UNCLEAVED
AHVSPSC.ASHL	UNCLEAVED
AQGSDGC.ASHL	UNCLEAVED
AELNNNC.ASHL	UNCLEAVED
AKVEPNC.ASHL	UNCLEAVED
AACNMHC.ASHL	UNCLEAVED
AKSNNTC.ASHL	UNCLEAVED
ASSEPQC.ASHL	UNCLEAVED
AKSNNNC.ASHL	UNCLEAVED
AQLYQSC.ASHL	UNCLEAVED
ASNNTSC.ASHL	UNCLEAVED
AQVQPQC.ASHL	UNCLEAVED
AMSHPMC.ASHL	UNCLEAVED
ANMSPNC.ASHL	UNCLEAVED
APCTTLC.ASHL	UNCLEAVED
AMSHPTC.ASHL	UNCLEAVED
ATTNGIC.ASHL	UNCLEAVED
ATTNGNC.ASHL	UNCLEAVED
ANFTNNC.ASHL	UNCLEAVED
ASAHPQC.ASHL	UNCLEAVED
APVKSAC.ASHL	UNCLEAVED
ACYSPTC.ASHL	UNCLEAVED
AKNKTNC.ASHL	UNCLEAVED
AKNKTKC.ASHL	UNCLEAVED
AGPQNTC.ASHL	UNCLEAVED
ARATNSC.ASHL	UNCLEAVED
ASLNNSC.ASHL	UNCLEAVED
ARRLGTC.ASHL	UNCLEAVED
AHNHTVC.ASHL	UNCLEAVED
AHNHTTC.ASHL	UNCLEAVED
AHNHTHC.ASHL	UNCLEAVED
APANPTC.ASHL	UNCLEAVED
ALINTLC.ASHL	UNCLEAVED
ALINTTC.ASHL	UNCLEAVED
AHSPSLC.ASHL	UNCLEAVED
AHSPSSC.ASHL	UNCLEAVED
ASSRNTC.ASHL	UNCLEAVED
APSRFNC.ASHL	UNCLEAVED
AGMNNPC.ASHL	UNCLEAVED
ASMPPQC.ASHL	UNCLEAVED
ASMPPRC.ASHL	UNCLEAVED
AGSHTPC.ASHL	UNCLEAVED
APMSSQC.ASHL	UNCLEAVED
ANNPNAC.ASHL	UNCLEAVED
ANNPNPC.ASHL	UNCLEAVED
ACSEHAC.ASHL	UNCLEAVED
ANSQHSC.ASHL	UNCLEAVED
APYPTTC.ASHL	UNCLEAVED
AAGCHSC.ASHL	UNCLEAVED
ACANAHC.ASHL	UNCLEAVED
AWTSPPC.ASHL	UNCLEAVED
AWRSPTC.ASHL	UNCLEAVED
AHHNNSC.ASHL	UNCLEAVED
AYISNTC.ASHL	UNCLEAVED
ARPANTC.ASHL	UNCLEAVED
AYISNPC.ASHL	UNCLEAVED
ACNNSHC.ASHL	UNCLEAVED
ASKDPVC.ASHL	UNCLEAVED
ASKIPYC.ASHL	UNCLEAVED
ATPDTEC.ASHL	UNCLEAVED
ASFKWQC.ASHL	UNCLEAVED
AAPSPSC.ASHL	UNCLEAVED
ASGSGTC.ASHL	UNCLEAVED
ARNKAPC.ASHL	UNCLEAVED
ALTNLNC.ASHL	UNCLEAVED
ALTNLTC.ASHL	UNCLEAVED
ALTNLSC.ASHL	UNCLEAVED
ANHTQLC.ASHL	UNCLEAVED
AQIHSHC.ASHL	UNCLEAVED
AQLYNSC.ASHL	UNCLEAVED
ARSSQSC.ASHL	UNCLEAVED
ARKGPNC.ASHL	UNCLEAVED
AHQPQTC.ASHL	UNCLEAVED
ATSPPAC.ASHL	UNCLEAVED
ARDPKVC.ASHL	UNCLEAVED
ATVNHTC.ASHL	UNCLEAVED
ADTPDSC.ASHL	UNCLEAVED
AQLSDQC.ASHL	UNCLEAVED
AHQNNSC.ASHL	UNCLEAVED
AQATATC.ASHL	UNCLEAVED
ALTITTC.ASHL	UNCLEAVED
ASLNQTC.ASHL	UNCLEAVED
ACTQKKC.ASHL	UNCLEAVED
AKHNNTC.ASHL	UNCLEAVED
ANSQRTC.ASHL	UNCLEAVED
ARFPSNC.ASHL	UNCLEAVED
ALKNKTC.ASHL	UNCLEAVED
AHEDQGC.ASHL	UNCLEAVED
AKTQGAC.ASHL	UNCLEAVED
ANTSHYC.ASHL	UNCLEAVED
AKTQGNC.ASHL	UNCLEAVED
AKTQGSC.ASHL	UNCLEAVED
ADKHGIC.ASHL	UNCLEAVED
APASQTC.ASHL	UNCLEAVED
ANRQTSC.ASHL	UNCLEAVED
AHHPPKC.ASHL	UNCLEAVED
ANAATYC.ASHL	UNCLEAVED
AHQQNSC.ASHL	UNCLEAVED
APTHSSC.ASHL	UNCLEAVED
APTHSTC.ASHL	UNCLEAVED
ALDSQHC.ASHL	UNCLEAVED
AATCNGC.ASHL	UNCLEAVED
ANCPAAC.ASHL	UNCLEAVED
AQTGPNC.ASHL	UNCLEAVED
AYWPHTC.ASHL	UNCLEAVED
ATAPPNC.ASHL	UNCLEAVED
ATACPNC.ASHL	UNCLEAVED
AHRSSSC.ASHL	UNCLEAVED
ATCSPSC.ASHL	UNCLEAVED
ANVVNQC.ASHL	UNCLEAVED
AHVLPNC.ASHL	UNCLEAVED
AEVSPYC.ASHL	UNCLEAVED
ACNLSVC.ASHL	UNCLEAVED
ANVNSSC.ASHL	UNCLEAVED
AQTSVSC.ASHL	UNCLEAVED
AHNTNQC.ASHL	UNCLEAVED
AQRTPVC.ASHL	UNCLEAVED
ASDNSTC.ASHL	UNCLEAVED
ASDNSSC.ASHL	UNCLEAVED
ANPAHHC.ASHL	UNCLEAVED
AQTHCPC.ASHL	UNCLEAVED
ATLSSSC.ASHL	UNCLEAVED
AQRNKTC.ASHL	UNCLEAVED
ALSTGCC.ASHL	UNCLEAVED
AHMPHSC.ASHL	UNCLEAVED
ALSNYTC.ASHL	UNCLEAVED
ALCNPTC.ASHL	UNCLEAVED
AASQGRC.ASHL	UNCLEAVED
AIESPTC.ASHL	UNCLEAVED
ALTTNVC.ASHL	UNCLEAVED
ACTNKTC.ASHL	UNCLEAVED
ATRNYTC.ASHL	UNCLEAVED
ANSPWGC.ASHL	UNCLEAVED
AIENETC.ASHL	UNCLEAVED
ALPSSAC.ASHL	UNCLEAVED
AQYRTTC.ASHL	UNCLEAVED
ATQSTQC.ASHL	UNCLEAVED
ANTYHTC.ASHL	UNCLEAVED
APTHHPC.ASHL	UNCLEAVED
AATCSHC.ASHL	UNCLEAVED
ANYNSTC.ASHL	UNCLEAVED
APSKDHC.ASHL	UNCLEAVED
ACTRPQC.ASHL	UNCLEAVED
ARMSLPC.ASHL	UNCLEAVED
AQFPSPC.ASHL	UNCLEAVED
ANCNQTC.ASHL	UNCLEAVED
AQNNQSC.ASHL	UNCLEAVED
ATPIHTC.ASHL	UNCLEAVED
AQCPSRC.ASHL	UNCLEAVED
ANAPPPC.ASHL	UNCLEAVED
AKLLPTC.ASHL	UNCLEAVED
AQTHPIC.ASHL	UNCLEAVED
AITCTYC.ASHL	UNCLEAVED
ACNSHSC.ASHL	UNCLEAVED
ACNSHTC.ASHL	UNCLEAVED
ANNGTNC.ASHL	UNCLEAVED
APQSTGC.ASHL	UNCLEAVED
AAVPSFC.ASHL	UNCLEAVED
AQGRNDC.ASHL	UNCLEAVED
AANNPQC.ASHL	UNCLEAVED
AHNPEVC.ASHL	UNCLEAVED
ARHMTTC.ASHL	UNCLEAVED
ATLTHSC.ASHL	UNCLEAVED
ATARTSC.ASHL	UNCLEAVED
AHTNTSC.ASHL	UNCLEAVED
AHTNTPC.ASHL	UNCLEAVED
APHNRSC.ASHL	UNCLEAVED
ATANHTC.ASHL	UNCLEAVED
ATANHSC.ASHL	UNCLEAVED
ANPNTSC.ASHL	UNCLEAVED
ANPNTTC.ASHL	UNCLEAVED
ANPNTAC.ASHL	UNCLEAVED
ATTFTVC.ASHL	UNCLEAVED
AHAYYTC.ASHL	UNCLEAVED
ANPNTDC.ASHL	UNCLEAVED
AQNNHNC.ASHL	UNCLEAVED
APNNSAC.ASHL	UNCLEAVED
ALPSNAC.ASHL	UNCLEAVED
APNNSYC.ASHL	UNCLEAVED
ALPSNTC.ASHL	UNCLEAVED
ALPSNPC.ASHL	UNCLEAVED
APNNSVC.ASHL	UNCLEAVED
AVKNNTC.ASHL	UNCLEAVED
AKVSGIC.ASHL	UNCLEAVED
ASSGPSC.ASHL	UNCLEAVED
ASHDQIC.ASHL	UNCLEAVED
AQWDRNC.ASHL	UNCLEAVED
AVSITTC.ASHL	UNCLEAVED
ARTRTTC.ASHL	UNCLEAVED
ATIPNPC.ASHL	UNCLEAVED
ATENHTC.ASHL	UNCLEAVED
AHSRTSC.ASHL	UNCLEAVED
ANTGNGC.ASHL	UNCLEAVED
ATNQNTC.ASHL	UNCLEAVED
ATNQNNC.ASHL	UNCLEAVED
ATNQNHC.ASHL	UNCLEAVED
AHSQTSC.ASHL	UNCLEAVED
AQYNMSC.ASHL	UNCLEAVED
ASEVPPC.ASHL	UNCLEAVED
ANANTNC.ASHL	UNCLEAVED
ANVSQHC.ASHL	UNCLEAVED
ARLKPTC.ASHL	UNCLEAVED
ANANTCC.ASHL	UNCLEAVED
ANTTSTC.ASHL	UNCLEAVED
ACSDPLC.ASHL	UNCLEAVED
AEAHPIC.ASHL	UNCLEAVED
AEPRFPC.ASHL	UNCLEAVED
ALSPTHC.ASHL	UNCLEAVED
ATKCPQC.ASHL	UNCLEAVED
ARQTSGC.ASHL	UNCLEAVED
APKHNHC.ASHL	UNCLEAVED
ALRDPHC.ASHL	UNCLEAVED
AEPKTTC.ASHL	UNCLEAVED
AEPKTSC.ASHL	UNCLEAVED
ANPPPTC.ASHL	UNCLEAVED
AHMISQC.ASHL	UNCLEAVED
AHNNSDC.ASHL	UNCLEAVED
ATKSSHC.ASHL	UNCLEAVED
ASRLPTC.ASHL	UNCLEAVED
ASRLPYC.ASHL	UNCLEAVED
ALTTPSC.ASHL	UNCLEAVED
ALTTPTC.ASHL	UNCLEAVED
AFPNNTC.ASHL	UNCLEAVED
AALDAEC.ASHL	UNCLEAVED
ALTTPMC.ASHL	UNCLEAVED
ALTTPNC.ASHL	UNCLEAVED
AHNNSQC.ASHL	UNCLEAVED
APNPKTC.ASHL	UNCLEAVED
AQIATTC.ASHL	UNCLEAVED
AQNHPSC.ASHL	UNCLEAVED
AISNVTC.ASHL	UNCLEAVED
ATSNDTC.ASHL	UNCLEAVED
AIDTSLC.ASHL	UNCLEAVED
ANHIPEC.ASHL	UNCLEAVED
ATSTSSC.ASHL	UNCLEAVED
AQACATC.ASHL	UNCLEAVED
AATPYSC.ASHL	UNCLEAVED
ANRLPTC.ASHL	UNCLEAVED
AVTHSQC.ASHL	UNCLEAVED
AGRNHSC.ASHL	UNCLEAVED
AQKQSCC.ASHL	UNCLEAVED
APFPNQC.ASHL	UNCLEAVED
AVVTPTC.ASHL	UNCLEAVED
AMTNPPC.ASHL	UNCLEAVED
AYSRNFC.ASHL	UNCLEAVED
AFSYSTC.ASHL	UNCLEAVED
ARFTTAC.ASHL	UNCLEAVED
ARTTHQC.ASHL	UNCLEAVED
ACTAPPC.ASHL	UNCLEAVED
ALPRTSC.ASHL	UNCLEAVED
ARNSTAC.ASHL	UNCLEAVED
ARNSTSC.ASHL	UNCLEAVED
ARNSTTC.ASHL	UNCLEAVED
AEHNNSC.ASHL	UNCLEAVED
ANCHPQC.ASHL	UNCLEAVED
ASTCNQC.ASHL	UNCLEAVED
AHSEPHC.ASHL	UNCLEAVED
AAMTTEC.ASHL	UNCLEAVED
AHDCRQC.ASHL	UNCLEAVED
AMPQFTC.ASHL	UNCLEAVED
AANASNC.ASHL	UNCLEAVED
ANVPYRC.ASHL	UNCLEAVED
AHDTGFC.ASHL	UNCLEAVED
AHDTGLC.ASHL	UNCLEAVED
AHPSAQC.ASHL	UNCLEAVED
ARPTGPC.ASHL	UNCLEAVED
AMPKTSC.ASHL	UNCLEAVED
ARPTGAC.ASHL	UNCLEAVED
AHTQSTC.ASHL	UNCLEAVED
AHTQSVC.ASHL	UNCLEAVED
AHPTAIC.ASHL	UNCLEAVED
ANQTGMC.ASHL	UNCLEAVED
AVSTTSC.ASHL	UNCLEAVED
AAAHSTC.ASHL	UNCLEAVED
AKPSAVC.ASHL	UNCLEAVED
AHAMSTC.ASHL	UNCLEAVED
AHKSTYC.ASHL	UNCLEAVED
AHKSTVC.ASHL	UNCLEAVED
AANPPVC.ASHL	UNCLEAVED
ANYHPNC.ASHL	UNCLEAVED
AQLSNQC.ASHL	UNCLEAVED
AAPTHTC.ASHL	UNCLEAVED
ANYKNNC.ASHL	UNCLEAVED
ALQPMTC.ASHL	UNCLEAVED
ATHCYNC.ASHL	UNCLEAVED
ANSYSAC.ASHL	UNCLEAVED
ANSYSTC.ASHL	UNCLEAVED
AWMPTTC.ASHL	UNCLEAVED
APPSNTC.ASHL	UNCLEAVED
ASPTHCC.ASHL	UNCLEAVED
ACTNTTC.ASHL	UNCLEAVED
ACTNTKC.ASHL	UNCLEAVED
APTPHQC.ASHL	UNCLEAVED
AQEPDQC.ASHL	UNCLEAVED
AHSQSAC.ASHL	UNCLEAVED
AHSQSSC.ASHL	UNCLEAVED
AQKNHSC.ASHL	UNCLEAVED
ADDASLC.ASHL	UNCLEAVED
AQPVPNC.ASHL	UNCLEAVED
AQYPSHC.ASHL	UNCLEAVED
AMSSPTC.ASHL	UNCLEAVED
ANNQEGC.ASHL	UNCLEAVED
ASMNNSC.ASHL	UNCLEAVED
APAPALC.ASHL	UNCLEAVED
APSRNNC.ASHL	UNCLEAVED
ARTQPSC.ASHL	UNCLEAVED
ARPNQIC.ASHL	UNCLEAVED
ATYATVC.ASHL	UNCLEAVED
ARPNQPC.ASHL	UNCLEAVED
ARPNQTC.ASHL	UNCLEAVED
ANTVPTC.ASHL	UNCLEAVED
ATAGRTC.ASHL	UNCLEAVED
APRPTNC.ASHL	UNCLEAVED
APQHQHC.ASHL	UNCLEAVED
ASATPKC.ASHL	UNCLEAVED
AKPPGSC.ASHL	UNCLEAVED
AAPINTC.ASHL	UNCLEAVED
AHNGTSC.ASHL	UNCLEAVED
ALTNDTC.ASHL	UNCLEAVED
ALTNDEC.ASHL	UNCLEAVED
ARNQPTC.ASHL	UNCLEAVED
ANHTYYC.ASHL	UNCLEAVED
ATIYPNC.ASHL	UNCLEAVED
ATIYPPC.ASHL	UNCLEAVED
AIANQQC.ASHL	UNCLEAVED
APCTGPC.ASHL	UNCLEAVED
AIANQAC.ASHL	UNCLEAVED
AGTQPKC.ASHL	UNCLEAVED
ATTPPQC.ASHL	UNCLEAVED
AYTMPSC.ASHL	UNCLEAVED
ADPEQTC.ASHL	UNCLEAVED
AQNFTTC.ASHL	UNCLEAVED
ATTQPNC.ASHL	UNCLEAVED
ACVPKTC.ASHL	UNCLEAVED
AIVDSHC.ASHL	UNCLEAVED
ADNSHDC.ASHL	UNCLEAVED
ALCDHTC.ASHL	UNCLEAVED
ATSFPKC.ASHL	UNCLEAVED
ATSFPHC.ASHL	UNCLEAVED
APFKSPC.ASHL	UNCLEAVED
AYLTPSC.ASHL	UNCLEAVED
ATIHSQC.ASHL	UNCLEAVED
AFTNASC.ASHL	UNCLEAVED
ALPTTSC.ASHL	UNCLEAVED
ATFTGMC.ASHL	UNCLEAVED
ALPTTTC.ASHL	UNCLEAVED
ATATTSC.ASHL	UNCLEAVED
ANNPSTC.ASHL	UNCLEAVED
ATPTVPC.ASHL	UNCLEAVED
ATQYPSC.ASHL	UNCLEAVED
ATQPLTC.ASHL	UNCLEAVED
ATIGSDC.ASHL	UNCLEAVED
AHSNSTC.ASHL	UNCLEAVED
AITPFTC.ASHL	UNCLEAVED
ATPSTTC.ASHL	UNCLEAVED
ATPSTSC.ASHL	UNCLEAVED
ATPSTAC.ASHL	UNCLEAVED
AKATSPC.ASHL	UNCLEAVED
AKATSSC.ASHL	UNCLEAVED
AKHTPTC.ASHL	UNCLEAVED
APYKTGC.ASHL	UNCLEAVED
ATMDGPC.ASHL	UNCLEAVED
AQTPHSC.ASHL	UNCLEAVED
ATTHKPC.ASHL	UNCLEAVED
AYANDTC.ASHL	UNCLEAVED
APTQNTC.ASHL	UNCLEAVED
AHDNSTC.ASHL	UNCLEAVED
ASARTGC.ASHL	UNCLEAVED
ACRNTRC.ASHL	UNCLEAVED
ATAIGVC.ASHL	UNCLEAVED
ALSAYGC.ASHL	UNCLEAVED
ASASNSC.ASHL	UNCLEAVED
ASASNTC.ASHL	UNCLEAVED
AHGPDAC.ASHL	UNCLEAVED
ARERQTC.ASHL	UNCLEAVED
AKDPSHC.ASHL	UNCLEAVED
ACQGTNC.ASHL	UNCLEAVED
AMQDSHC.ASHL	UNCLEAVED
AHTSQSC.ASHL	UNCLEAVED
AADWPLC.ASHL	UNCLEAVED
AQMSTCC.ASHL	UNCLEAVED
AYTNTMC.ASHL	UNCLEAVED
AHTCPHC.ASHL	UNCLEAVED
AHTDDMC.ASHL	UNCLEAVED
AHTPPTC.ASHL	UNCLEAVED
AHLSNQC.ASHL	UNCLEAVED
AHSNNHC.ASHL	UNCLEAVED
AAQANSC.ASHL	UNCLEAVED
AHSNNTC.ASHL	UNCLEAVED
ASQTGQC.ASHL	UNCLEAVED
AHSNNSC.ASHL	UNCLEAVED
APYTYQC.ASHL	UNCLEAVED
ATPNQTC.ASHL	UNCLEAVED
ATTQNPC.ASHL	UNCLEAVED
APLRNNC.ASHL	UNCLEAVED
ASTRPNC.ASHL	UNCLEAVED
ANNPNHC.ASHL	UNCLEAVED
APMLPKC.ASHL	UNCLEAVED
ANYHKSC.ASHL	UNCLEAVED
AGLNSSC.ASHL	UNCLEAVED
ARLCPNC.ASHL	UNCLEAVED
ARLCPTC.ASHL	UNCLEAVED
ARTNSAC.ASHL	UNCLEAVED
ATQHTIC.ASHL	UNCLEAVED
AGSSNQC.ASHL	UNCLEAVED
AALQTPC.ASHL	UNCLEAVED
ALASPTC.ASHL	UNCLEAVED
ARMPNVC.ASHL	UNCLEAVED
ASQNNTC.ASHL	UNCLEAVED
ATETSYC.ASHL	UNCLEAVED
AHHNTWC.ASHL	UNCLEAVED
AQAAKTC.ASHL	UNCLEAVED
ANVNDTC.ASHL	UNCLEAVED
ANCNITC.ASHL	UNCLEAVED
ARNNPGC.ASHL	UNCLEAVED
APQAFMC.ASHL	UNCLEAVED
ALHTNHC.ASHL	UNCLEAVED
AASSPSC.ASHL	UNCLEAVED
ATHGNLC.ASHL	UNCLEAVED
ASDNNNC.ASHL	UNCLEAVED
ASDNNSC.ASHL	UNCLEAVED
ASDNNQC.ASHL	UNCLEAVED
ATLSNPC.ASHL	UNCLEAVED
AKPTPKC.ASHL	UNCLEAVED
APKPPTC.ASHL	UNCLEAVED
ACSNHHC.ASHL	UNCLEAVED
ADAHTTC.ASHL	UNCLEAVED
AHWTNSC.ASHL	UNCLEAVED
AHTNLTC.ASHL	UNCLEAVED
AANHTTC.ASHL	UNCLEAVED
ARNPSTC.ASHL	UNCLEAVED
ANPTNGC.ASHL	UNCLEAVED
ANPTNSC.ASHL	UNCLEAVED
ANFANSC.ASHL	UNCLEAVED
AAMPQVC.ASHL	UNCLEAVED
AKTNTSC.ASHL	UNCLEAVED
AACPLTC.ASHL	UNCLEAVED
AGNTDQC.ASHL	UNCLEAVED
ASKNQSC.ASHL	UNCLEAVED
APITGSC.ASHL	UNCLEAVED
AAYNNSC.ASHL	UNCLEAVED
ATTPSNC.ASHL	UNCLEAVED
AYYHQTC.ASHL	UNCLEAVED
APLRSGC.ASHL	UNCLEAVED
AHTATSC.ASHL	UNCLEAVED
AHTATLC.ASHL	UNCLEAVED
ATRNNIC.ASHL	UNCLEAVED
ARCKTHC.ASHL	UNCLEAVED
ASVPYVC.ASHL	UNCLEAVED
ALQTPQC.ASHL	UNCLEAVED
ADRQPQC.ASHL	UNCLEAVED
ATTATTC.ASHL	UNCLEAVED
AHSMPGC.ASHL	UNCLEAVED
ACTSPPC.ASHL	UNCLEAVED
ACTSPLC.ASHL	UNCLEAVED
AKQTNWC.ASHL	UNCLEAVED
ANAKQTC.ASHL	UNCLEAVED
ASNSSCC.ASHL	UNCLEAVED
AHPNTVC.ASHL	UNCLEAVED
AATASNC.ASHL	UNCLEAVED
ALAPLTC.ASHL	UNCLEAVED
ANTNATC.ASHL	UNCLEAVED
AWCHPAC.ASHL	UNCLEAVED
AHHKNNC.ASHL	UNCLEAVED
AEPHPAC.ASHL	UNCLEAVED
AYAPEQC.ASHL	UNCLEAVED
ANQSTHC.ASHL	UNCLEAVED
ANWHDGC.ASHL	UNCLEAVED
AQSCDKC.ASHL	UNCLEAVED
AIFVSTC.ASHL	UNCLEAVED
ANQNHTC.ASHL	UNCLEAVED
ACASPQC.ASHL	UNCLEAVED
ATLKPTC.ASHL	UNCLEAVED
APKHFQC.ASHL	UNCLEAVED
ALTMTYC.ASHL	UNCLEAVED
AVIGNQC.ASHL	UNCLEAVED
AHMSTTC.ASHL	UNCLEAVED
APRGPGC.ASHL	UNCLEAVED
AHKKTDC.ASHL	UNCLEAVED
ARPKPSC.ASHL	UNCLEAVED
AFINNTC.ASHL	UNCLEAVED
AHSRPYC.ASHL	UNCLEAVED
AHAYTPC.ASHL	UNCLEAVED
AQTNFTC.ASHL	UNCLEAVED
ANPNAPC.ASHL	UNCLEAVED
ADADHSC.ASHL	UNCLEAVED
AQLNGSC.ASHL	UNCLEAVED
ARTSVSC.ASHL	UNCLEAVED
AQDISAC.ASHL	UNCLEAVED
AHANPEC.ASHL	UNCLEAVED
ANYTWPC.ASHL	UNCLEAVED
APHPNSC.ASHL	UNCLEAVED
AIHPAYC.ASHL	UNCLEAVED
ATGKLVC.ASHL	UNCLEAVED
ARSNMNC.ASHL	UNCLEAVED
ANPYTPC.ASHL	UNCLEAVED
ARSNMTC.ASHL	UNCLEAVED
ASSNTTC.ASHL	UNCLEAVED
APINTSC.ASHL	UNCLEAVED
ASVDPTC.ASHL	UNCLEAVED
ASVDPPC.ASHL	UNCLEAVED
APTRTGC.ASHL	UNCLEAVED
AQDENVC.ASHL	UNCLEAVED
AHKTLGC.ASHL	UNCLEAVED
ANTGQVC.ASHL	UNCLEAVED
AQDKPYC.ASHL	UNCLEAVED
ADPNTTC.ASHL	UNCLEAVED
APSNSTC.ASHL	UNCLEAVED
APSNSSC.ASHL	UNCLEAVED
APSNSAC.ASHL	UNCLEAVED
AQNPGSC.ASHL	UNCLEAVED
ATPCPKC.ASHL	UNCLEAVED
AHKNQTC.ASHL	UNCLEAVED
ALISQQC.ASHL	UNCLEAVED
AKTPPTC.ASHL	UNCLEAVED
ASTTSRC.ASHL	UNCLEAVED
ASTSSGC.ASHL	UNCLEAVED
ANANKTC.ASHL	UNCLEAVED
ANLPQSC.ASHL	UNCLEAVED
ASNKPAC.ASHL	UNCLEAVED
ASTDLHC.ASHL	UNCLEAVED
AITGSVC.ASHL	UNCLEAVED
ANRPDTC.ASHL	UNCLEAVED
AATPQTC.ASHL	UNCLEAVED
APTNAPC.ASHL	UNCLEAVED
ADSCWDC.ASHL	UNCLEAVED
ALHNRTC.ASHL	UNCLEAVED
AIAPPAC.ASHL	UNCLEAVED
ANNSDNC.ASHL	UNCLEAVED
ANNTPNC.ASHL	UNCLEAVED
AITDTTC.ASHL	UNCLEAVED
ATLATHC.ASHL	UNCLEAVED
ALTCPDC.ASHL	UNCLEAVED
ANNSDSC.ASHL	UNCLEAVED
ATNNTSC.ASHL	UNCLEAVED
ATNNTAC.ASHL	UNCLEAVED
ACKHQKC.ASHL	UNCLEAVED
AQTAGVC.ASHL	UNCLEAVED
AIPTYTC.ASHL	UNCLEAVED
ANNNKTC.ASHL	UNCLEAVED
AKACPHC.ASHL	UNCLEAVED
ASYATIC.ASHL	UNCLEAVED
ASYATLC.ASHL	UNCLEAVED
ARHKTTC.ASHL	UNCLEAVED
AYDNSNC.ASHL	UNCLEAVED
APQTNPC.ASHL	UNCLEAVED
ARIAYTC.ASHL	UNCLEAVED
AVVCTSC.ASHL	UNCLEAVED
AMNKTDC.ASHL	UNCLEAVED
